Date,Author,Target,Description,Attack,Target Category,Country,Taxonomy,Attack Class
1/13/2016,Sonny,http://www.dhiqar.net/,"A hacker called ROR[RG], who acts as the moderator of the recently re-booted Hell hacking forum, dumps supposed internal documents of LMG Holdings, and more specifically, at least one of the companies it owns, LifeSafer, specialized in Car Breathalyzer.",Account Hijacking,Single Individual,JP,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
1/13/2016,Unknown,Linux Australia,"Fr0mShell hacks o2c.fr and dumps 4,160 accounts with clear text passwords.",Unknown,Software,TH,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
1/13/2016,Fr0mShell,https://linux.org.au/,"root AKA @ciadotgov hacks milq.com and dumps 3,594 usernames and hashed passwords",DDoS,Government,US,5.13 Data Access Control,Activist Hacktivist
1/13/2016,Unknown,http://veterans.co.richland.wi.us/,"18,000 British fans of the dance music band Faithless have their personal data stolen after the website faithless.co.uk is hacked. The breach happened in September but is reported only in January 2016.",Account Hijacking,Healthcare,US,25.06 Website Scanning,Data Theft
1/14/2016,ROR[RG],http://recycling.co.richland.wi.us/,"Crackas With Attitude or CWA, the same teen hackers who last year broke into the CIA Director John Brennan's email accounts, now target the Director of National Intelligence James Clapper, breaking into several email accounts and changing the settings so that every call to his house number get forwarded to the Free Palestine Movement.",Defacement,Multi,US,11.01 Account Take-Over (ATO),Customized To Target
1/14/2016,Fr0mShell,http://em.co.richland.wi.us/,Tax software maker TaxAct informs some of its customers that an unauthorized third party accessed their TaxAct account in late 2015. ,DDoS,Automaker,JP,5.05 Data Leakage Protection (DLP),Customized To Target
1/14/2016,root AKA @ciadotgov  ,Five Unnamed Banks,The Minnesota court system announces that its website (mncourts.gov) was down for ten days in December due to a series of severe DDoS attacks.,DDoS,Government,US,13.05 Identity Services,Business Disruption
1/14/2016,Unknown,Pearson VUE,"Brigham and Women’s and Brigham and Women’s Faulkner Hospitals report an incident involving the compromise of an employee’s email account. The information of 1,009 patients is compromised.",Unknown,Software,TH,5.05 Data Leakage Protection (DLP),Customized To Target
1/14/2016,Crackas With Attitude or CWA,Several Wodrpress sites including blogs.independent.co.uk,"A group of online hackers calling themselves Cyber TeamRox deface several Cambodian websites over the past two days, including those of the Cambodian Navy, AEON Microfinance and Build Bright University.",Unknown,News,TR,25.03 Secure Web Gateway (SWG),Activist Hacktivist
1/15/2016,Unknown,Chinese nationals in commercial organizations.,"In name of #OpKillingBay, the Japanese carmaker suspends its global (nissan-global.com) and Japanese (nissan.co.jp) sites after they are DDoSed by the Anonymous.",Account Hijacking,Single Individual,US,25.03 Secure Web Gateway (SWG),Data Theft
1/13/2016,Unknown,Gigi Hadid,The Anonymous continue their campaign against Thai government and take down hundreds of government websites over death sentences handed down to two Myanmar migrant workers (Zaw Lin and Win Zaw Htun)  for the murder of two British tourists (Hannah Witheridge and David Miller).,Unknown,Education,US,24.05 Third-Party Security,Business Disruption
1/16/2016,Unknown,http://www.hortinews.co.ke/,"A Russian hacker dubbed W0rm claims to have broken into systems run by Citrix, and gained access to potentially a huge number of customers.",Unknown,Healthcare,UA,20.04 Security Industry Research and Advisory,Customized To Target
1/16/2016,Cyber TeamRox,U.S. Air Force,"ElSurveillance hacks ebar.com and dumps 1,148 usernames and clear text passwords.",Unknown,Government,RU,17.07 Next-Generation Firewalls,Business Disruption
1/16/2016,Anonymous,Russian Central Bank,"The teen hackers of CWA hack the Facebook and Linkedin accounts of Vonna Weir Heaton, a former senior executive at the National Geospatial-Intelligence Agency (NGA).",Unknown,Control Instruments,Multi,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
1/16/2016,Anonymous,http://www.cbr.ru,"Hokkaido University reveals that the personal data of more than 110,000 students and graduates may have been leaked due to unauthorized access of its computer systems by unknown parties.",Code Backdoor,Cryptocoin Exchange,US,25.03 Secure Web Gateway (SWG),Business Disruption
1/18/2016,W0rm,Several additional Wordpress sites including the website of popular magazine Reader’s Digest (rd.com),"Blue Shield of California announces that personal information from nearly 21,000 individual and family plan customers was accessed in a security breach late last year.",Unknown,Software,IE,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
1/18/2016,ElSurveillance,Multiple Pakistani Targets,"The Operation #BoycottThailand, aimed to expose the wrongdoing of Thai Police over the death sentences handed down to two Myanmar migrant workers, continues. Blink Hacker Group, a collective affiliated to the Anonymous leaks 1Gb of data belonging to Thailand’s Supreme Court.",Targeted Attack,Airport,CN,17.07 Next-Generation Firewalls,Activist Hacktivist
1/18/2016,Crackas With Attitude or CWA,Central Bank of India,"A hacker with the handle bRpsd hacks emkoelektronik.com.tr and dumps 9,253 usernames with clear text passwords.",Defacement,Government,US,6.04 Secure Email Gateway (SEG),Data Theft
1/18/2016,Unknown,https://www.vtech.com,"Paul Vernon,  founder of Cryptsy announces that the cryptocurrencies exchange has been hacked. The announcement is made more than a year after the discovery of the hack because Cryptsy, in the meantime, was trying to cover the losses, which amount to USD 6M.",DDoS,Torrent Tracker,IR,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
1/19/2016,Unknown,Unnamed hosting company affecting Hungryhouse.co.uk,"Tax preparation software publisher TaxSlayer notifies about 8,800 of its customers that an unauthorized third party may have gained access to the personal information contained on their tax return.",Unknown,Online Services,BE,11.04 Web Fraud Prevention,Customized To Target
1/19/2016,Blink Hacker Group,https://www.cryptocoinsnews.com,"Ukrainian authorities announce to review the defences of government computer systems, after detecting a cyber attack on Kiev's main airport launched from a server in Russia.",DDoS,Forum,AT,18.02 Industrial Control System (ICS) Mitigation,Data Theft
1/19/2016,bRpsd,https://hacked.com/,A crew of Pro-Turkish hackers defaces the website of the Russian Embassy in Israel (russianembassy.org.il),Defacement,Education,AU,"10.0 Governance, Risk, and Compliance (GRC)",Mass Malware
1/19/2016,Unknown,Iceland Government Websites,KickassTorrents (kat.cr) is taken down by a DDoS attack. ,Account Hijacking,Single Individual,US,8.01 Active Directory Security,Customized To Target
1/19/2016,Unknown,Several Pakistani Websites,An unknown attacker hacks pagesjaunesdusenegal.com and dumps 9500 usernames and hashed passwords.,DDoS,Government,Multi,6.04 Secure Email Gateway (SEG),Customized To Target
1/19/2016,Russia?,Jabalpur Police,The popular Irish forum boards.ie is taken down by a DDoS attack.,Account Hijacking,Finance,RU,25.04 Web Application Firewall (WAF),Activist Hacktivist
1/19/2016,Börteçine Siber Tim,http://www.jabalpurpolice.org,"An ISIS-affiliated hacker dubbed ""Islamic State Hacker"" defaces the website of the Tsinghua University and leaves jihadist messages on some of the site's pages.",Account Hijacking,Aerospace,Multi,17.07 Next-Generation Firewalls,Business Disruption
1/20/2016,Unknown,Three Unnamed Greek Banks,Crackas With Attitude claims to have hacked the home telephone and email account of President Barack Obama’s senior advisor on science and technology John Holdren.,Malware,Healthcare,UA,18.02 Industrial Control System (ICS) Mitigation,Customized To Target
1/20/2016,Unknown,United Nations Climate Change,"Hackers from Turk Hack Team take down several Iranian government websites including Ministry of information, Ministry of Foreign Affairs, Ministry of Energy and the official website of the President of the Islamic Republic of Iran (president.ir).",Malvertising,Software,KR,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
1/21/2016,Unknown,https://unfccc.int/,"Belgian bank Crelan is the last victim of fraudsters, with a damage of over EUR 70 million (around $75,8 million).",Targeted Attack,Multi,US,17.03 Distributed Denial of Service (DDOS) Security,Activist Hacktivist
1/21/2016,Islamic State Hacker,Taiwan Police,"Aerospace parts manufacturer FACC says that its financial accounting department has been attacked by hackers, who managed to steal approximately €50 million ($54.5 million).",Defacement,Finance,Multi,17.07 Next-Generation Firewalls,Business Disruption
1/22/2016,CWA (Crackas WIth Attitude),http://sexyirelandescorts.com,The Royal Melbourne Hospital's core computer systems and personal  computer systems have been infected by a virus. After two weeks the hospital still struggles to mitigate the infection.,SQLi,Forum,US,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
1/22/2016,Turk Hack Team,http://vipescortsparis.com,Malwarebytes detects a malvertising campaign targeting the MSN Home Page via the AD network AdSpirit,Targeted Attack,Utilities,US,25.03 Secure Web Gateway (SWG),Activist Hacktivist
1/22/2016,Unknown,http://viplondonescortsguide.com,"ClearSky Cybersecurity reveals a new campaign originating from the Gaza Cybergang, also known as the Gaza Hackers Team. The malware is named DustSky (or NeD Worm), and targets victims in Israel, Egypt, Saudi Arabia, United Arab Emirates, Iraq, US and some European states.",DDoS,Entertainment,IE,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
1/22/2016,Unknown,http://stockholmescorts.org,A group of Turkish hackers dubbed WKPF defaces the official website of Russia’s Joint-Stock Commercial Bank for Reconstruction and Development Ekonombank.,DDoS,Healthcare,IE,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
1/22/2016,Unknown,http://romeitalyescorts.com,"root AKA @ciadotgov hacks codemasters-project.net and dumps 57,109 usernames and hashed passwords.",Defacement,Multi,IR,25.04 Web Application Firewall (WAF),Activist Hacktivist
1/23/2016,Unknown,http://pragueescortsservices.com,ESET reveals a new wave of cyberattacks against the Ukrainian electric power industry.,DDoS,Government,JP,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
1/23/2016,Gaza Cybergang or Gaza Hackers Team,http://newyorkescortsinfo.com,Unknown hackers take down the website of JYP Entertainment.,Account Hijacking,Finance,US,11.01 Account Take-Over (ATO),Customized To Target
1/23/2016,WKPF,http://mylosangelesescorts.com,"Hurley Medical Center in Flint, Mich. is hit by a cyber attack, one day after the hacktivist group, Anonymous, threatened to take action for the city's water crisis ",DDoS,Lottery,US,24.0 Threat and Vulnerability Management,Customized To Target
1/23/2016,root AKA @ciadotgov,http://euroescortsberlin.com,"Hackers from the Monte Melkonian Cyber Army deface the official websites of Permanent Mission of Armenia in NATO, Permanent Mission of the organization for Security and Co-operation in Europe (OSCE) and Permanent Mission of the United Nations.",DDoS,Government,RU,25.06 Website Scanning,Business Disruption
